Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Fm'13;Fm'14;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;Y(II)13;Y(II)14;
18.05.23;15:36:26;1;0;0.1080;0.0762;0.0943;0.0767;0.0978;0.1007;0.1266;0.1095;0.1149;0.0978;0.1095;0.1105;0.1002;0.1119;0.2737;0.1940;0.2346;0.1838;0.2204;0.2273;0.2859;0.2546;0.2708;0.2287;0.2366;0.2414;0.2346;0.2605;0.605;0.607;0.598;0.582;0.557;0.557;0.557;0.570;0.576;0.573;0.537;0.543;0.573;0.570;
