Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;
20.05.23;16:40:55;1;0;0.2121;0.1979;0.1857;0.1496;0.2449;0.2190;0.1515;0.1975;0.1994;0.2326;0.2830;0.2732;0.2757;0.2190;0.3358;0.2981;0.2107;0.2727;0.2815;0.3382;0.250;0.275;0.326;0.317;0.271;0.266;0.281;0.276;0.292;0.312;
