Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;
20.05.23;16:29:32;1;0;0.1476;0.1285;0.1300;0.1222;0.1452;0.1535;0.1339;0.1608;0.1065;0.1329;0.3055;0.2688;0.2708;0.2620;0.3001;0.3069;0.2771;0.3201;0.2195;0.2542;0.517;0.522;0.520;0.534;0.516;0.500;0.517;0.498;0.514;0.477;
