Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;
20.05.23;15:44:29;1;0;0.0875;0.0831;0.0792;0.0758;0.0885;0.0987;0.0670;0.1085;0.1652;0.1584;0.1554;0.1481;0.1647;0.1882;0.1041;0.1716;0.470;0.475;0.491;0.488;0.463;0.475;0.357;0.368;
