Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;
20.05.23;15:41:29;1;0;0.1022;0.0934;0.0855;0.0919;0.1241;0.1437;0.0992;0.1036;0.0782;0.0958;0.0987;0.1193;0.1901;0.1740;0.1696;0.1804;0.2546;0.2986;0.2082;0.2180;0.1642;0.2019;0.1935;0.2336;0.463;0.463;0.496;0.491;0.512;0.519;0.523;0.525;0.524;0.525;0.490;0.490;
