Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;
20.05.23;16:23:04;1;0;0.1398;0.1183;0.1535;0.1070;0.1007;0.1349;0.1378;0.1466;0.3094;0.2674;0.3284;0.2410;0.2199;0.2918;0.2854;0.3109;0.548;0.558;0.533;0.556;0.542;0.538;0.517;0.528;
