Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;
15.05.23;19:07:37;1;0;0.1256;0.1031;0.1105;0.1007;0.1207;0.1012;0.1124;0.1183;0.3226;0.2698;0.2986;0.2698;0.3187;0.2693;0.2942;0.3109;0.611;0.618;0.630;0.627;0.621;0.624;0.618;0.619;
