Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;
15.05.23;19:42:10;1;0;0.0850;0.0860;0.0733;0.0777;0.1202;0.1056;0.1119;0.1369;0.0973;0.0958;0.0640;0.0806;0.1281;0.1295;0.1056;0.1149;0.1784;0.1549;0.1457;0.1764;0.1315;0.1315;0.1569;0.1838;0.336;0.336;0.306;0.323;0.326;0.319;0.232;0.224;0.260;0.271;0.592;0.561;
