Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;
15.05.23;20:02:37;1;0;0.0860;0.0787;0.0899;0.0743;0.0973;0.1026;0.0894;0.0934;0.2102;0.1970;0.2351;0.2004;0.2287;0.2414;0.2424;0.2698;0.591;0.600;0.617;0.629;0.575;0.575;0.631;0.654;
