Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;
15.05.23;19:25:36;1;0;0.1046;0.0899;0.0899;0.0875;0.1100;0.0890;0.1095;0.1017;0.1085;0.0929;0.2395;0.2190;0.2219;0.2126;0.2830;0.2307;0.2815;0.2590;0.3001;0.2576;0.563;0.589;0.595;0.589;0.611;0.614;0.611;0.608;0.638;0.639;
