Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;
15.05.23;19:37:30;1;0;0.0821;0.0806;0.0924;0.0684;0.0841;0.0738;0.0821;0.0992;0.0738;0.0670;0.2019;0.1804;0.2151;0.1598;0.2072;0.1857;0.1730;0.1950;0.1916;0.1549;0.593;0.553;0.570;0.572;0.594;0.603;0.525;0.491;0.615;0.568;
