Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;
15.05.23;18:58:43;1;0;0.1359;0.1158;0.1256;0.1207;0.1417;0.1232;0.1364;0.1466;0.1437;0.1403;0.3666;0.3079;0.3177;0.2947;0.3509;0.3128;0.3504;0.3842;0.3744;0.3778;0.629;0.624;0.605;0.590;0.596;0.606;0.611;0.618;0.616;0.629;
