Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;
15.05.23;19:34:22;1;0;0.0997;0.0899;0.0890;0.0806;0.0709;0.0899;0.0880;0.0899;0.2532;0.2243;0.2058;0.1935;0.1652;0.2234;0.2199;0.2449;0.606;0.599;0.568;0.583;0.571;0.597;0.600;0.633;
