Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;
15.05.23;19:58:34;1;0;0.1246;0.1310;0.0953;0.0899;0.0836;0.0870;0.0948;0.0811;0.0919;0.0968;0.1085;0.0982;0.2380;0.2527;0.1774;0.1701;0.1848;0.1896;0.2258;0.1891;0.1720;0.1794;0.2136;0.1940;0.476;0.482;0.463;0.471;0.548;0.541;0.580;0.571;0.466;0.460;0.492;0.494;
