Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Fm'13;Fm'14;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;Y(II)13;Y(II)14;
15.05.23;19:28:04;1;0;0.0880;0.0914;0.0665;0.0601;0.0699;0.0660;0.0846;0.0919;0.0616;0.0684;0.0630;0.0694;0.1144;0.1271;0.2165;0.2253;0.1623;0.1481;0.1750;0.1618;0.2234;0.2375;0.1530;0.1657;0.1510;0.1706;0.2737;0.3001;0.594;0.594;0.590;0.594;0.601;0.592;0.621;0.613;0.597;0.587;0.583;0.593;0.582;0.577;
