Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;
21.05.23;16:12:19;1;0;0.1124;0.1212;0.0059;0.0420;0.0112;0.0528;0.0044;0.0054;0.0577;0.0836;0.1926;0.2058;0.0059;0.0762;0.0176;0.1031;0.0068;0.0083;0.1026;0.1588;0.416;0.411;0.000;0.449;0.000;0.488;0.000;0.000;0.438;0.474;
21.05.23;16:16:53;2;0;0.1075;0.1241;0.1070;0.0665;0.1295;0.1105;0.0714;0.0640;0.0865;0.0909;0.1598;0.1955;0.1559;0.0948;0.2292;0.1931;0.1026;0.0880;0.1188;0.1237;0.327;0.365;0.313;0.299;0.435;0.428;0.305;0.272;0.272;0.265;
