Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;
21.05.23;16:04:46;1;0;0.0479;0.1149;0.0821;0.1325;0.1442;0.1613;0.1515;0.1540;0.0723;0.1965;0.1544;0.2419;0.3001;0.3280;0.2742;0.2674;0.338;0.415;0.468;0.453;0.520;0.508;0.447;0.424;
