Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;
21.05.23;15:58:21;1;0;0.1466;0.1153;0.1373;0.1100;0.1544;0.1828;0.0875;0.0914;0.1437;0.1593;0.2840;0.2199;0.2356;0.1979;0.2678;0.3157;0.1515;0.1686;0.2947;0.3206;0.484;0.476;0.417;0.444;0.423;0.421;0.423;0.458;0.512;0.503;
