Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;
21.05.23;16:03:38;1;0;0.1970;0.1725;0.2092;0.1843;0.2595;0.2356;0.1857;0.2195;0.1310;0.1711;0.1505;0.1799;0.2708;0.2400;0.2752;0.2429;0.3407;0.3079;0.2375;0.2981;0.1931;0.2483;0.3025;0.3583;0.273;0.281;0.240;0.241;0.238;0.235;0.218;0.264;0.322;0.311;0.502;0.498;
